Reward
-602.9652778066944
-109.55283572055247
-412.4656083926546
-351.32610372998283
-707.093242894529
-215.85558913049354
-704.6155396107746
-300.6748378828265
-1025.3164054275217
-301.84677750022735
-1059.2047694184728
-949.9173531378132
-809.3007127135998
-990.4654992850521
-838.8745136628467
-729.2212384891383
-1909.355960382052
-671.1873762287981
-785.2312188061487
-372.72218548037574
-358.7098701756845
-252.54794785853161
-268.5512889277962
-265.791406629997
-299.4431161185184
-804.5223871815746
-930.4766828073338
-836.9283173756215
-835.5627792848004
-319.1044742829897
-751.582969406923
-805.1433194583586
-801.0778654999193
-350.04372422265965
-291.59352559839726
-775.5610867966915
-355.3729257183292
-696.7648279810988
-1018.3677497893174
-827.4217084074049
-236.27973059723993
-830.0941644670462
-240.67764855025874
-1065.3780895349655
-1190.2747360856001
-781.0367741351248
-636.5789969458693
-306.6325423917876
-929.373222636615
-1043.037632387784
-376.99727090798996
-1233.427241727151
-972.9194895714968
-1046.791455695768
-772.2264367893403
-715.4713315657904
-614.0325452915574
-342.3273136287562
-110.24370270125488
-189.9366109297571
-192.07591674348637
-134.33216964064556
-114.30258555643437
-106.95914036888968
-161.4519306773765
-33.73827252219107
-129.76746593669517
-99.02896936504635
-111.78678526553429
-17.5187541165145
-137.5655712461179
-119.83481561789537
-139.07729175173662
-117.02814843248352
-164.59405504617246
-149.630222591724
-125.77311436051696
-113.89199336361906
-133.01930383894896
-165.18807125627532
-1.842954780128494
-102.28958196721499
-244.054593171507
-41.64306852404969
-123.4589004686215
-151.72039982943244
-144.37524867382353
-146.84575217248917
-132.95197153320606
-202.54989151484253
-146.05210274044444
-221.25568897594954
-233.9730202391055
-137.09234713132204
-280.0807378779757
-183.77393820268344
-259.8736217305359
-348.05742875790276
-275.47143553381767
-187.83119787235063
-241.54249138750725
-198.01128547026445
-226.31027824194982
-212.0337727145086
-165.29751921927067
-210.30629645627516
-283.184950972227
-0.2676925027253674
-225.517660080596
-218.05083018987466
6.363262372588423
-249.7611673331951
-234.1247997834252
-185.59063054255313
-301.664353224808
-205.14158025266585
-221.11171203892454
-188.4054681658537
-243.93101384094965
-267.1413571120226
-259.6471043268672
-291.2574425828608
-291.35798423105155
-212.45578958824962
-280.6492970183336
-252.00820825162384
-42.53533261903999
-253.60550808813568
-264.45891806068954
-444.1568405281087
-211.86951245632167
-346.0740421224235
-202.93006062049145
-114.97176871947433
-164.48630497896568
-119.4838416186289
-848.2535356076374
-87.70563444421623
-176.8256977954149
-163.34562438898388
-202.784593764843
-227.86051633482964
-264.4559973429152
-115.84428519568785
-112.98489191066291
-67.39660271441963
-149.0561683658378
-57.89075844689071
-119.78559344097083
-72.74637476698697
-62.182563324512344
-65.6597602909413
-45.62477198869471
-207.89582088254122
-4.450843405344418
-176.46894623972352
-71.24998183387461
-108.56459025564908
-141.21250341450047
-219.21410565176205
-54.04621717740191
-260.66336135375786
-233.55784341301327
-182.73014578183893
-309.3085652333082
-120.87836265819377
-32.71080054199511
-203.54525069308062
-59.84455140647883
-94.47931185225411
-66.02410970842234
-317.2449342961562
-228.4778364565966
-361.72205094024594
-111.09330190072207
-175.3481991097378
-128.16441287208698
-18.952017702670098
-84.34114091523948
-84.60752436777618
-7.171192827650626
-419.76345866675825
-488.2341616076437
-12.398661860416944
-96.19214400994912
-217.61108997345872
-128.0285942222871
-168.69880430201394
-203.81413418695865
-25.02583540093873
-63.75626957413637
-88.90494669146776
-62.341018251217136
